id;socle;partie;titres;chapitres;numero_article_isole;texte_integral;texte_simplifie;affichage_article;mots_cles
113;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;23-2-6;Article 23-2-6 Délibérations;;Article 23-2-6 Délibérations;CPSP, délibération
114;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;23-2-6-1;"Article 23-2-6-1 Quorum
La CPSP ne peut valablement délibérer que si le nombre de représentants titulaires ou suppléants présents est au moins égal à la moitié des représentants titulaires désignés au sein de chaque collège.";;Article 23-2-6-1 Quorum;CPSP, quorum
115;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;23-2-6-2;"Article 23-2-6-2 Modalités de vote
Les votes s'effectuent par collège.
Pour le collège "" employeur "" :
d'un nombre de représentants désignés par les organisations professionnelles d'employeurs représentatives égal au total des représentants désignés par les organisations syndicales représentatives dans le champ d'application conventionnel de la présente convention collective.
Chaque organisation professionnelle d'employeurs représentative dans la branche dispose d'un nombre de représentants équivalent. Il est précisé que dans l'hypothèse o˘ du fait du calcul, certains sièges devaient être partagés, ceux-ci sont dévolus à l'organisation professionnelle la plus représentative au sein de la branche.
Les représentants suppléants ne siègent qu'en cas d'absence des représentants titulaires.";;Article 23-2-6-2 Modalités de vote;CPSP cas, employeur, professionnelle
116;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-2;"Article 24-2-2 Qualité pour siéger
Chaque organisation syndicale ou professionnelle reconnue représentative dans le champ de la présente convention collective désigne souverainement ses représentants pour siéger au sein de la CPNSCC. Cette désignation est effectuée conformément aux dispositions de l'article 16 du présent socle commun.
Le mandat des représentants des organisations devenues non représentatives prend automatiquement fin à compter de la publication de l'arrêté ministériel fixant la liste des organisations syndicales ou professionnelles reconnues représentatives dans le champ de la présente convention collective.";;Article 24-2-2 Qualité pour siéger;CPNSCC dispositions, professionnelle
117;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-3;Article 24-2-3 Présidence paritaire;;Article 24-2-3 Présidence paritaire;CPNSCC, présidence
118;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-3-1;"Article 24-2-3-1 Nomination
Les représentants à la CPNSCC nomment un Président et un Vice-président appartenant chacun à un collège différent.
Le Président et le Vice-président sont choisis par leur collège respectif parmi les représentants à la CPNSCC. La présidence de la CPNSCC est assurée alternativement par le collège "" employeur "" et par le collège "" salarié "" tous les deux (2) ans.
La première présidence est assurée par le collège "" employeur "".";;Article 24-2-3-1 Nomination;CPNSCC, nomination, employeur, salarié
119;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-3-2;"Article 24-2-3-2 Missions
La présidence assure la convocation aux réunions des représentants de la CPNSCC, la préparation de l'ordre du jour et l'animation des débats. La présidence s'appuie pour ce faire sur le secrétariat de la CPNSCC.";;Article 24-2-3-2 Missions;CPNSCC, missions
120;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-4;"Article 24-2-4 Secrétariat
Le secrétariat de la CPNSCC est assuré par l'organisation professionnelle d'employeurs la plus représentative.
Le rôle du secrétariat consiste à effectuer les t‚ches administratives liées au bon fonctionnement et à la bonne tenue des réunions de la CPNSCC. Il assure à ce titre, l'interface administrative avec l'ensemble des membres de la CPNSCC.";;Article 24-2-4 Secrétariat;CPNSCC, fonctionnement, liées, professionnelle
121;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-5;Article 24-2-5 Organisation des réunions;;Article 24-2-5 Organisation des réunions;CPNSCC,
122;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-5-1;"Article 24-2-5-1 Périodicité des réunions
La CPNSCC se réunit au minimum une (1) fois par an.";;Article 24-2-5-1 Périodicité des réunions;CPNSCC,
123;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-5-2;"Article 24-2-5-2 Convocation, ordre du jour et procès-verbaux
Les représentants sont convoqués :
à l'initiative de la présidence paritaire ;
ou sur demande écrite adressée au secrétariat, quel qu'en soit le support :
soit d'au moins deux (2) organisations syndicales membres de la CPPNI, quel que soit leur poids respectif et cumulé de représentativité ;
soit d'une ou plusieurs organisations syndicales membres de la CPPNI dont le poids de représentativité au sens de l'arrêté afférent, est supérieur ou égal à trente pour cent (30 %) ;
soit de la majorité des organisations professionnelles membres de la CPPNI dont le poids de représentativité au sens de l'arrêté afférent, est supérieur ou égal à cinquante pour cent (50 %).
Pour chaque réunion, le secrétariat adresse aux représentants de la CPNSCC au plus tard quinze (15) jours calendaires avant la réunion, la convocation accompagnée de l'ordre du jour, des documents nécessaires à sa tenue et aux délibérations, ainsi que le projet de procès-verbal.
Les organisations syndicales disposent d'un délai courant jusqu'à sept (7) jours calendaires avant la tenue de la réunion pour adresser leurs éventuelles remarques sur le projet de procès-verbal.
Au plus tard trois (3) jours calendaires avant la tenue de la réunion, le secrétariat adresse le nouveau projet de procès-verbal.";;Article 24-2-5-2 Convocation, ordre du jour et procès-verbaux;CPPNI,
124;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-6;Article 24-2-6 Délibérations;;Article 24-2-6 Délibérations;CPPNI,
125;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-6-1;"Article 24-2-6-1 Quorum
La CPNSCC ne peut valablement délibérer que si le nombre de représentants titulaires ou suppléants présents est au moins égal à la moitié des représentants titulaires désignés au sein de chaque collège.";;Article 24-2-6-1 Quorum;CPPNI,
126;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-6-2;"Article 24-2-6-2 Modalités de vote
Les votes s'effectuent par collège.
Aucune délibération ne peut être prise valablement sur un point ne figurant pas à l'ordre du jour de la réunion. Chaque représentant titulaire dispose d'une voix. En son absence, son suppléant dispose d'une voix.
Les décisions de la CPNSCC prises dans le cadre du présent article, le sont par accord constaté entre les collèges "" salariés "" et "" employeurs "".
Le vote d'un collège est acquis à la majorité simple des représentants présents appartenant à celui-ci.
Si la majorité simple n'est pas obtenue dans chaque collège, le point soumis au vote peut être reporté à la réunion suivante de la CPNSCC à la demande de l'un ou l'autre collège.";;Article 24-2-6-2 Modalités de vote;CPNSCC
127;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;24-2-7;"Article 24-2-7 Présence de tiers aux réunions
La CPNSCC se réserve le droit de convier ponctuellement tout tiers, non membre de la CPNSCC, susceptible de concourir au bon exercice de ses missions.
SECTION 2 - Commissions paritaires territoriales
Afin de favoriser et développer le dialogue social territorial dans la branche, une Commission Paritaire Territoriale (CPT) est installée au sein de chacune des régions telles que fixées aux termes des dispositions légales.";;Article 24-2-7 Présence de tiers aux réunions;CPNSCC
128;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;25;"Article 25  Missions des CPT
Dans le cadre des orientations et du plan d'action national définis par le CNPDS, la CPT permet de répondre aux orientations de la branche en facilitant leur déclinaison et leur adaptation territoriale. Les CPT ont pour missions :
d'informer les salariés et les particuliers employeurs des dispositions légales ou conventionnelles qui leur sont applicables ;
d'apporter des informations, de débattre et de rendre tout avis utile sur les questions spécifiques aux particuliers employeurs et aux salariés de la branche et notamment en matière d'emploi, de formation, de gestion prévisionnelle des emplois et des compétences, de conditions de travail, de santé au travail, d'égalité professionnelle, de travail à temps partiel et de mixité des emplois ;
de faciliter la résolution de conflits individuels ou collectifs n'ayant pas donné lieu à saisine d'une juridiction par la mise en place de Commissions dialogue ne pouvant intervenir qu'avec l'accord des parties concernées ;
de faire des propositions en matière d'activités sociales et culturelles ;
de mettre en oeuvre les objectifs prioritaires en matière de lutte contre le travail dissimulé tenant compte, notamment, des circonstances et des intérêts locaux ;
de faire des propositions d'évolutions susceptibles d'améliorer le dialogue social territorial. La CPT peut intervenir ou siéger au sein d'instances locales.";La convention collective peut être complétée par des accords territoriaux (par exemple pour une région spécifique). Ces accords peuvent proposer des règles encore meilleures pour les salariés de cette zone. Ils ne peuvent jamais être moins bons que la convention nationale. Ces textes sont signés par les syndicats locaux.;Article 25  Missions des CPT;CPT, orientation, branche
129;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;26;Article 26  Fonctionnement des CPT;;Article 26  Fonctionnement des CPT;fonctionnement, CPT
130;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;26-1;"Article 26-1 Composition
La CPT est composée d'un collège "" salarié "" et d'un collège "" employeur "".
La CPT se compose de :
Pour le collège "" salarié "" :
d'un (1) représentant titulaire et d'un (1) représentant suppléant désignés par chaque organisation syndicale de salariés représentative dans le champ d'application conventionnel de la présente convention collective.
Pour le collège "" employeur "" :
d'un nombre de représentants désignés par les organisations professionnelles d'employeurs représentatives égal au total des représentants désignés par les organisations syndicales représentatives dans le champ d'application conventionnel de la présente convention collective.
Chaque organisation professionnelle d'employeurs représentative dans la branche dispose d'un nombre de représentants équivalent. Il est précisé que dans l'hypothèse o˘ du fait du calcul, certains sièges devaient être partagés, ceux-ci sont dévolus à l'organisation professionnelle la plus représentative au sein de la branche.
La composition de chacune des CPT est arrêtée par le CNPDS pour la durée de la mandature fixée à quatre (4) ans afin de tenir compte de la mesure de la représentativité nationale.";;Article 26-1 Composition;durée, employeur, professionnelle, salarié, CPT
131;SOCLE COMMUN;PARTIE III DIALOGUE SOCIAL ET RELATIONSCOLLECTIVES DU TRAVAIL AU NIVEAU DE LA BRANCHE;---;CHAPITRE II Commissions paritaires;26-2;"Article 26-2 Qualité pour siéger et modalités de désignation
Chaque organisation syndicale ou professionnelle reconnue représentative dans le champ de la présente convention collective désigne souverainement ses représentants pour siéger au sein des CPT conformément aux dispositions de l'article 16 du présent socle commun.
Le mandat des représentants des organisations devenues non représentatives prend automatiquement fin à compter de la publication de l'arrêté ministériel fixant la liste des organisations syndicales ou professionnelles reconnues représentatives dans le présent champ conventionnel.
Les désignations nominatives des membres sont adressées au secrétariat du CNPDS selon les modalités prévues à l'article 16-2 du présent socle commun.
Il est rappelé que les représentants désignés doivent : être issus prioritairement de la branche ;
résider ou être employés par un particulier employeur résidant dans le ressort de la CPT.";;Article 26-2 Qualité pour siéger et modalités de désignation;dispositions, employeur, particulier, professionnelle, CPT
